property_type,society,sector,priceCr,area,bedRoom,bathroom,balcony,study room,servant room,floorNum,agePossession,furnishing_type,luxury_category,UserID,PricePerSquare,Rent,floor_category
flat,ireo the grand arch,sector 58,6.25,3182,4,5,3,1,1,23,Relatively New,semifurnished,Low,1,19.64,125,High Floor
flat,emaar palm heights,sector 77,2.3,1600,3,3,3,0,1,1,New Property,semifurnished,Low,1,14.38,46,Low Floor
flat,pareena coban residences,sector 99,1.46,1790,3,5,3,0,1,5,Relatively New,unfurnished,Low,1,8.16,29.2,Mid Floor
flat,dlf the ultima,sector 81,2.95,1900,3,4,3+,0,1,15,Relatively New,furnished,Medium,1,15.53,59,High Floor
flat,breez global heights,sohna road,0.33,438,1,1,1,0,0,6,New Property,unfurnished,Low,1,7.53,6.6,Mid Floor
flat,ramsons kshitij,sector 95,0.38,507,2,2,2,0,0,14,Relatively New,unfurnished,Medium,1,7.5,7.6,High Floor
house,independent,sector 1,2.38,1284,4,3,2,0,0,3,Undefined,unfurnished,Low,1,18.54,47.6,Mid Floor
flat,bestech park view residency,sector 2,1.22,1573,2,2,3,0,0,10,Old Property,semifurnished,Medium,1,7.76,24.4,Mid Floor
flat,brisk lumbini terrace homes,sector 109,1.93,2519,3,3,1,0,1,4,New Property,unfurnished,Low,1,7.66,38.6,Mid Floor
flat,indiabulls enigma,sector 110,5.15,3350,4,4,3,0,0,17,New Property,unfurnished,Medium,1,15.37,103,High Floor
flat,global height,sohna road,0.58,789,2,2,2,0,0,6,Relatively New,furnished,Low,1,7.35,11.6,Mid Floor
flat,spectrum centre,sector 82a,0.8,650,1,1,0,0,0,6,Undefined,unfurnished,Low,1,12.31,16,Mid Floor
flat,dlf new town heights,sector 90,1.48,1747,3,3,3+,0,1,9,Relatively New,unfurnished,Medium,1,8.47,29.6,Mid Floor
flat,vatika gurgaon,sector 83,1.8,1570,3,3,2,0,0,7,Relatively New,semifurnished,Medium,1,11.46,36,Mid Floor
house,independent,sector 57,4.06,1548,5,4,3+,0,0,2,Moderately Old,semifurnished,Medium,1,26.23,81.2,Low Floor
flat,chd avenue,sector 71,1.27,1466,3,3,3,1,0,0,Moderately Old,unfurnished,Medium,1,8.66,25.4,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.26,1465,3,3,3+,0,0,1,Relatively New,unfurnished,Low,1,15.43,45.2,Low Floor
flat,m3m golfestate,sector 65,6.44,3245,3,3,3,0,1,2,Relatively New,semifurnished,High,1,19.85,128.8,Low Floor
flat,emaar mgf emerald floors premier,sector 65,3.28,1650,3,3,3,1,1,3,Relatively New,unfurnished,Low,1,19.88,65.6,Mid Floor
flat,godrej nature plus,sector 33,2.12,2218,3,3,3,0,1,2,Under Construction,unfurnished,Low,1,9.56,42.4,Low Floor
flat,paras dews,sector 106,2.7,2131,4,6,3+,0,1,6,Relatively New,unfurnished,Medium,1,12.67,54,Mid Floor
flat,jammu and kashmir bank employees cghs,sector 9,1.22,1403,3,3,2,0,0,5,Moderately Old,unfurnished,Low,1,8.7,24.4,Mid Floor
flat,ats kocoon,sector 109,2.84,1860,3,4,3,0,1,13,Relatively New,unfurnished,High,1,15.27,56.8,High Floor
flat,vipul world,sector 48,1.78,1611,3,3,1,0,0,2,Relatively New,unfurnished,Medium,1,11.05,35.6,Low Floor
house,nul,sector 25,19.32,6400,5,5,3,1,1,2,Moderately Old,semifurnished,Medium,1,30.19,386.4,Low Floor
flat,uphaar residency 2,sector 105,0.54,833,3,2,1,0,0,0,Moderately Old,unfurnished,Low,1,6.48,10.8,Low Floor
flat,smart world orchard,sector 61,3.28,1630,3,3,2,0,0,4,New Property,unfurnished,Low,1,20.12,65.6,Mid Floor
flat,ats tourmaline,sector 109,2.96,2339,3,4,3+,0,1,10,New Property,unfurnished,Medium,1,12.65,59.2,Mid Floor
flat,emaar mgf emerald floors,sector 65,4.13,3150,4,3,2,0,1,1,Relatively New,unfurnished,Low,1,13.11,82.6,Low Floor
house,uppal southend,sector 49,4.83,1467,2,6,3,0,0,3,Moderately Old,unfurnished,Low,1,32.92,96.6,Mid Floor
flat,smartworld 1dxp,sector 113,3.55,2886,4,4,3+,1,1,20,Under Construction,furnished,Medium,1,12.3,71,High Floor
flat,central park flower valley aqua front towers,sector 33,2.58,1619,3,3,3+,0,0,8,New Property,unfurnished,Low,1,15.94,51.6,Mid Floor
flat,dlf the primus,sector 82a,2.38,1677,3,3,3,0,0,15,Moderately Old,unfurnished,Low,1,14.19,47.6,High Floor
flat,ramprastha city,dwarka expressway,1.68,1267,3,3,2,0,0,3,Under Construction,unfurnished,Low,1,13.26,33.6,Mid Floor
flat,dlf regal gardens,sector 90,1.58,1578,3,3,2,0,0,19,Relatively New,unfurnished,Low,1,10.01,31.6,High Floor
flat,m3m heights,sector 65,3.41,1433,2,2,3,1,0,4,New Property,unfurnished,Low,1,23.8,68.2,Mid Floor
house,independent,sector 9,2.12,900,2,3,0,0,0,3,Undefined,unfurnished,Low,1,23.56,42.4,Mid Floor
flat,dlf trinity towers,sector 43,4.89,2450,3,3,3+,0,1,1,Moderately Old,semifurnished,Medium,1,19.96,97.8,Low Floor
flat,emaar mgf emerald floors premier,sector 65,3.67,1975,4,4,3+,1,1,0,Relatively New,semifurnished,High,1,18.58,73.4,Low Floor
flat,dlf the arbour,sector 63,10.04,3950,4,4,0,0,0,6,Undefined,unfurnished,Medium,1,25.42,200.8,Mid Floor
flat,bestech park view residency,sector 2,1.93,1738,3,4,3+,0,1,10,Moderately Old,unfurnished,Medium,1,11.1,38.6,Mid Floor
house,ninex city,sector 76,2.26,3111,4,4,0,0,0,14,Undefined,unfurnished,Low,1,7.26,45.2,High Floor
flat,suposhaa smartworld orchard,sector 61,2.79,1721,3,3,3,0,0,1,Under Construction,unfurnished,Low,1,16.21,55.8,Low Floor
flat,emaar gurgaon greens,sector 102,1.74,1315,3,3,3,0,1,9,Relatively New,unfurnished,Medium,1,13.23,34.8,Mid Floor
flat,paras dews,sector 106,1.36,1345,3,4,3+,0,1,10,Relatively New,unfurnished,High,1,10.11,27.2,Mid Floor
flat,unitech heritage city,sector 14,5.48,3250,4,4,0,0,0,9,Undefined,unfurnished,Low,1,16.86,109.6,Mid Floor
flat,signature the roselia,sector 95,0.52,670,2,2,2,1,0,12,New Property,semifurnished,Medium,1,7.76,10.4,High Floor
house,ansals florence villa,sector 57,4.7,3450,6,6,2,1,1,3,Moderately Old,furnished,High,1,13.62,94,Mid Floor
flat,sbtl caladium,sector 109,1.55,1701,3,2,2,0,0,8,Relatively New,unfurnished,High,1,9.11,31,Mid Floor
flat,m3m woodshire,sector 107,1.27,1281,2,2,3,1,0,7,Relatively New,semifurnished,High,1,9.91,25.4,Mid Floor
house,independent,sector 56,9.67,3240,8,8,3+,1,1,3,Relatively New,furnished,Low,1,29.85,193.4,Mid Floor
flat,krrish florence estate,sector 70,2.12,1923,3,4,3+,1,1,27,New Property,unfurnished,Medium,1,11.02,42.4,High Floor
house,vipul tatvam villa,sector 48,7.09,2592,3,6,2,0,1,2,Moderately Old,semifurnished,Medium,1,27.35,141.8,Low Floor
flat,tulip violet,sector 69,1.78,1392,3,3,1,0,0,12,Relatively New,unfurnished,High,1,12.79,35.6,High Floor
house,independent,sector 69,1.03,763,1,1,0,0,0,1,Undefined,unfurnished,Low,1,13.5,20.6,Low Floor
flat,smart world gems,sector 89,1.16,998,2,2,2,1,0,3,New Property,unfurnished,Medium,1,11.62,23.2,Mid Floor
flat,green homes,sector 52,2.38,2127,3,3,3,0,1,7,Moderately Old,unfurnished,Low,1,11.19,47.6,Mid Floor
flat,umang monsoon breeze,sector 78,0.97,1239,2,2,1,0,0,5,Undefined,unfurnished,Low,1,7.83,19.4,Mid Floor
flat,pareena coban residences,sector 99,1.68,1997,3,3,0,0,0,16,Undefined,unfurnished,Low,1,8.41,33.6,High Floor
flat,signature global park,sohna road,0.7,828,2,1,3,0,0,1,New Property,unfurnished,Medium,1,8.45,14,Low Floor
flat,signature global the millennia,sector 37d,0.71,610,2,2,3,0,0,3,New Property,unfurnished,Medium,1,11.64,14.2,Mid Floor
flat,m3m heights,sector 65,2.58,1433,2,2,2,0,0,32,Undefined,unfurnished,Low,1,18,51.6,High Floor
flat,pareena coban residences,sector 99,1.7,1737,3,5,3,0,1,11,New Property,unfurnished,Medium,1,9.79,34,High Floor
flat,experion windchants,sector 112,7.07,3655.35,4,5,3+,0,1,5,Relatively New,semifurnished,High,1,19.34,141.4,Mid Floor
flat,smart world gems,sector 89,1.29,1233,2,2,3,1,0,3,New Property,unfurnished,Medium,1,10.46,25.8,Mid Floor
flat,supertech araville,sector 79,1.29,1700,2,2,3,1,0,4,Relatively New,unfurnished,Low,1,7.59,25.8,Mid Floor
flat,smart world gems,sector 89,1.16,998,2,2,2,1,0,2,New Property,unfurnished,Low,1,11.62,23.2,Low Floor
house,sector 57 huda,sector 57,4.89,1458,2,8,3+,0,0,4,Relatively New,semifurnished,Medium,1,33.54,97.8,Mid Floor
flat,sare homes,sector 92,0.83,1574,3,3,2,0,0,3,Relatively New,unfurnished,Low,1,5.27,16.6,Mid Floor
flat,signature global city 37d ph 2,sector 37d,1.76,1535,3,3,3,0,0,1,Under Construction,unfurnished,Low,1,11.47,35.2,Low Floor
house,international city by sobha phase 2,sector 109,14.56,4500,7,5,3+,1,1,4,Relatively New,unfurnished,Low,1,32.36,291.2,Mid Floor
flat,ramprastha skyz,sector 37d,1.61,1725,3,3,3+,0,0,2,Under Construction,unfurnished,Low,1,9.33,32.2,Low Floor
flat,my home,sector 110,0.36,1000,2,1,1,0,0,2,Relatively New,unfurnished,Low,1,3.6,7.2,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.68,1009,2,2,3,0,0,0,Relatively New,unfurnished,Medium,1,16.65,33.6,Low Floor
house,dlf city plot phase 4,sector 28,16.75,8056,10,10,3+,0,0,1,Undefined,unfurnished,Low,1,20.79,335,Low Floor
flat,parsvnath exotica,sector 53,6.18,2500,3,4,3+,0,1,8,Relatively New,semifurnished,High,1,24.72,123.6,Mid Floor
flat,godrej summit,sector 104,1.74,2991,4,5,3+,1,1,0,Relatively New,unfurnished,Medium,1,5.82,34.8,Low Floor
flat,tulip monsella,sector 53,10.62,2661,3,4,3,0,1,8,Under Construction,furnished,Low,1,39.91,212.4,Mid Floor
house,independent,sector 5,1.09,1000,1,1,0,0,0,1,Undefined,unfurnished,Low,1,10.9,21.8,Low Floor
flat,sare crescent parc royal greens phase 1,sector 92,0.83,1304,3,3,3,0,0,1,Moderately Old,unfurnished,Medium,1,6.37,16.6,Low Floor
flat,surendra avenue 69,sector 69,0.97,1100,2,2,2,0,0,4,Moderately Old,unfurnished,Low,1,8.82,19.4,Mid Floor
house,independent,sector 7,0.89,758,1,1,1,0,0,2,Undefined,unfurnished,Low,1,11.74,17.8,Low Floor
house,independent,sector 40,6.44,2367,9,9,3+,0,1,3,Moderately Old,semifurnished,Medium,1,27.21,128.8,Mid Floor
flat,umang monsoon breeze,sector 78,1.13,1668,3,4,3,0,1,8,Moderately Old,unfurnished,Medium,1,6.77,22.6,Mid Floor
flat,emaar mgf the enclave,sector 66,2.7,1800,3,4,2,0,1,12,Relatively New,semifurnished,High,1,15,54,High Floor
flat,m3m skycity,sector 65,3.86,1828,3,3,3,0,0,17,Under Construction,unfurnished,Medium,1,21.12,77.2,High Floor
flat,dlf regal gardens,sector 90,2.19,2005,4,4,3+,0,1,15,Moderately Old,unfurnished,Low,1,10.92,43.8,High Floor
flat,emaar palm gardens,sector 83,2.31,1549,3,3,3,0,1,6,Relatively New,semifurnished,Medium,1,14.91,46.2,Mid Floor
flat,smart world orchard,sector 61,2.38,1389,2,2,2,0,0,3,New Property,unfurnished,Low,1,17.13,47.6,Mid Floor
flat,parsvnath exotica,sector 53,8.37,3000,4,5,3+,1,1,10,Relatively New,semifurnished,High,1,27.9,167.4,Mid Floor
house,independent,sector 26,7.47,4518,4,4,3+,0,0,4,Old Property,unfurnished,Low,1,16.53,149.4,Mid Floor
flat,godrej nature plus,sector 33,1.41,1533,2,2,2,0,0,14,Undefined,unfurnished,Medium,1,9.2,28.2,High Floor
house,independent,sector 5,1.93,3000,6,1,0,0,0,1,New Property,unfurnished,Low,1,6.43,38.6,Low Floor
flat,sare green parc phase 3,sector 92,0.9,1325,3,2,2,0,0,4,Relatively New,unfurnished,Medium,1,6.79,18,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.58,1456,3,3,3+,0,0,1,Relatively New,unfurnished,Medium,1,17.72,51.6,Low Floor
house,signature global park,sohna road,1.09,1120,3,2,2,0,0,1,Under Construction,unfurnished,Low,1,9.73,21.8,Low Floor
house,anamika enclave,sector 12,7.73,9000,9,9,3+,0,0,3,Old Property,unfurnished,Low,1,8.59,154.6,Mid Floor
house,sector 14 rwa,sector 14,8.37,3150,4,4,3+,0,0,2,Moderately Old,unfurnished,Low,1,26.57,167.4,Low Floor
flat,sare homes,sector 92,1.52,2518,4,4,3,0,1,8,Relatively New,unfurnished,Medium,1,6.04,30.4,Mid Floor
flat,paras dews,sector 106,1.48,1650,3,3,3,0,1,11,Relatively New,semifurnished,High,1,8.97,29.6,High Floor
flat,wings apartment,sector 9,1.55,2000,4,3,2,0,0,4,Moderately Old,semifurnished,Low,1,7.75,31,Mid Floor
flat,gls arawali homes,sohna road,0.36,520,2,2,2,0,0,3,Relatively New,unfurnished,Low,1,6.92,7.2,Mid Floor
house,independent,sector 23,3.48,1450,5,5,2,0,0,3,Old Property,semifurnished,Low,1,24,69.6,Mid Floor
flat,m3m skywalk,sector 74,3.48,2018,3,3,3,0,0,13,New Property,unfurnished,Medium,1,17.24,69.6,High Floor
flat,raheja sampada,sector 92,0.9,1572,3,3,0,0,0,7,Undefined,unfurnished,Low,1,5.73,18,Mid Floor
house,independent,sector 6,1.29,240,6,4,0,0,0,3,Undefined,unfurnished,Low,1,53.75,25.8,Mid Floor
house,independent,sector 53,5.15,2250,5,5,2,1,0,3,Relatively New,unfurnished,Low,1,22.89,103,Mid Floor
house,bhim garh kheri,sector 3,0.97,1170,4,2,2,0,0,2,Old Property,unfurnished,Low,1,8.29,19.4,Low Floor
flat,gls arawali homes,sohna road,0.36,500,2,2,2,0,0,3,Relatively New,semifurnished,Low,1,7.2,7.2,Mid Floor
house,independent,sector 28,5.79,3240,4,4,0,0,0,4,Undefined,unfurnished,Low,1,17.87,115.8,Mid Floor
flat,godrej summit,sector 104,1.09,1611,2,2,3,1,0,12,Relatively New,unfurnished,Medium,1,6.77,21.8,High Floor
house,spaze privy,sector 72,3.98,3653,5,5,3+,0,1,14,Relatively New,semifurnished,Low,1,10.9,79.6,High Floor
flat,conscient habitat,sector 99,0.46,606,2,2,1,0,0,3,Relatively New,unfurnished,Medium,1,7.59,9.2,Mid Floor
flat,bptp mansions park prime,sector 66,3.86,2700,4,4,3,1,1,3,Relatively New,semifurnished,High,1,14.3,77.2,Mid Floor
flat,unitech uniworld gardens,sector 47,1.36,1108,2,2,2,0,0,3,Relatively New,semifurnished,Low,1,12.27,27.2,Mid Floor
house,unitech nirvana birch court,sector 50,9.14,2259,3,3,3,0,1,1,Moderately Old,unfurnished,Low,1,40.46,182.8,Low Floor
house,sector 38 rwa,sector 38,5.54,1494,3,9,3+,0,0,3,Relatively New,semifurnished,Low,1,37.08,110.8,Mid Floor
flat,ramprastha the edge towers,sector 37d,0.91,1100,2,2,3,0,0,10,New Property,unfurnished,Low,1,8.27,18.2,Mid Floor
flat,sbtl caladium,sector 109,2.06,2303,3,3,3,0,1,9,Relatively New,unfurnished,Medium,1,8.94,41.2,Mid Floor
flat,emaar palm heights,sector 77,2.26,1900,3,3,3+,0,1,11,Relatively New,unfurnished,Medium,1,11.89,45.2,High Floor
flat,sushant lok 1 builder floors,sector 43,3.21,195,3,3,2,0,0,2,New Property,unfurnished,Low,1,164.62,64.2,Low Floor
flat,ats triumph,sector 104,2.51,2544,3,3,3+,0,1,3,New Property,unfurnished,Medium,1,9.87,50.2,Mid Floor
flat,alpha corp gurgaonone,sector 84,2.84,3222,4,4,3,0,1,10,Relatively New,unfurnished,Low,1,8.81,56.8,Mid Floor
house,independent,sector 45,10.94,3240,5,4,2,0,1,1,Moderately Old,semifurnished,Low,1,33.77,218.8,Low Floor
flat,unitech vistas,sector 70,0.68,991,2,2,2,0,0,9,Under Construction,unfurnished,Low,1,6.86,13.6,Mid Floor
flat,m3m sky lofts,sector 71,1.16,683,1,1,0,0,0,6,New Property,unfurnished,Medium,1,16.98,23.2,Mid Floor
flat,central park flower valley,sector 33,2.96,2000,4,4,3+,0,1,5,New Property,unfurnished,Low,1,14.8,59.2,Mid Floor
house,ashok vihar phase 3 gurgaon,sector 5,1.22,1070,4,3,2,0,0,1,Old Property,unfurnished,Low,1,11.4,24.4,Low Floor
flat,ramsons kshitij,sector 95,0.46,637,2,2,0,0,0,5,Undefined,unfurnished,Low,1,7.22,9.2,Mid Floor
flat,emaar palm gardens,sector 83,4.06,3200,5,7,3+,0,1,15,Relatively New,semifurnished,High,1,12.69,81.2,High Floor
flat,signature global grand iva,sector 103,0.3,400,1,1,1,0,0,4,Relatively New,unfurnished,Low,1,7.5,6,Mid Floor
flat,m3m heights,sector 65,3.58,1829,3,3,3,0,0,44,Undefined,unfurnished,Medium,1,19.57,71.6,High Floor
flat,alpha corp gurgaonone,sector 84,1.93,1833,3,3,3,0,1,20,Relatively New,semifurnished,Low,1,10.53,38.6,High Floor
flat,signature global synera,sector 81,0.63,700,2,2,3,0,0,5,Relatively New,unfurnished,Medium,1,9,12.6,Mid Floor
house,central park flower valley cerise floors,sector 33,1.74,1210,2,2,2,1,0,4,New Property,furnished,Medium,1,14.38,34.8,Mid Floor
house,independent,sector 14,8.24,3150,6,6,3+,0,0,3,Old Property,unfurnished,Low,1,26.16,164.8,Mid Floor
flat,m3m sierra 68,sector 68,1.41,1150,2,2,3,0,0,1,Relatively New,semifurnished,Medium,1,12.26,28.2,Low Floor
flat,tulip violet,sector 69,1.68,1392,3,3,1,0,0,12,Relatively New,semifurnished,Medium,1,12.07,33.6,High Floor
flat,m3m capital,sector 113,3.74,2553,4,4,3+,1,1,11,Under Construction,unfurnished,Low,1,14.65,74.8,High Floor
flat,parsvnath green ville,sector 48,1.93,1600,3,3,3,0,0,1,Old Property,semifurnished,Medium,1,12.06,38.6,Low Floor
house,independent,sector 43,3.28,1935,3,3,2,0,0,3,Relatively New,semifurnished,Medium,1,16.95,65.6,Mid Floor
flat,dlf the arbour,sector 63,10.94,3950,4,4,0,0,0,27,Undefined,unfurnished,Medium,1,27.7,218.8,High Floor
flat,raheja vedaanta,sector 108,0.83,1235,2,2,2,0,0,5,Relatively New,semifurnished,High,1,6.72,16.6,Mid Floor
flat,alpha corp gurgaonone,sector 84,2.94,2998,4,4,3+,0,1,8,Relatively New,unfurnished,Medium,1,9.81,58.8,Mid Floor
flat,antriksh heights,sector 84,1.13,1652,3,3,3,0,0,16,Relatively New,unfurnished,Medium,1,6.84,22.6,High Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.56,1145,2,2,2,0,0,14,New Property,unfurnished,High,1,22.36,51.2,High Floor
flat,bptp terra,sector 37d,1.8,1711,3,3,3,0,0,5,Relatively New,semifurnished,Medium,1,10.52,36,Mid Floor
house,independent,sector 3,0.88,1755,5,3,0,0,0,1,Undefined,unfurnished,Low,1,5.01,17.6,Low Floor
flat,sare homes,sector 92,0.91,1473,3,3,3,0,0,2,Relatively New,unfurnished,Medium,1,6.18,18.2,Low Floor
flat,dlf belvedere towers,sector 25,4.77,2333,4,4,3,0,1,18,Old Property,semifurnished,Low,1,20.45,95.4,High Floor
flat,silverglades the melia,sohna road,1.17,1222,2,2,3,1,0,1,New Property,unfurnished,Medium,1,9.57,23.4,Low Floor
flat,tata primanti,sector 72,4.18,2986,3,3,3,0,1,2,Moderately Old,unfurnished,Medium,1,14,83.6,Low Floor
flat,dlf the ultima,sector 81,2.84,1900,3,4,3+,0,1,17,Relatively New,furnished,Low,1,14.95,56.8,High Floor
house,independent,sector 11,5.15,2025,5,4,1,0,0,2,Undefined,unfurnished,Low,1,25.43,103,Low Floor
flat,shree vardhman victoria,sector 70,2.29,1765,3,3,3+,0,1,7,Relatively New,unfurnished,Low,1,12.97,45.8,Mid Floor
flat,imperia the esfera,sector 37,1.28,1400,3,5,3+,0,1,5,Relatively New,unfurnished,Low,1,9.14,25.6,Mid Floor
house,independent,sector 56,3.8,1458,2,2,0,0,0,1,Undefined,unfurnished,Low,1,26.06,76,Low Floor
flat,antriksh heights,sector 84,0.7,1086,2,2,3+,0,0,17,Relatively New,unfurnished,Medium,1,6.45,14,High Floor
flat,vatika the seven lamps,sector 82,1.09,1176,2,2,2,0,0,0,Relatively New,semifurnished,Low,1,9.27,21.8,Low Floor
flat,sidhartha ncr greens,sector 95,0.78,974,2,2,2,1,0,14,Relatively New,unfurnished,Low,1,8.01,15.6,High Floor
house,sector 14 rwa,sector 14,8.37,2500,5,5,0,0,0,4,Moderately Old,unfurnished,Low,1,33.48,167.4,Mid Floor
house,independent,sector 2,1.29,1215,3,7,3+,0,0,3,Moderately Old,unfurnished,Low,1,10.62,25.8,Mid Floor
flat,the roselia 2,sector 95,0.58,695,2,2,2,0,0,19,Undefined,unfurnished,Low,1,8.35,11.6,High Floor
flat,sare homes,sector 92,0.64,1068,3,3,2,0,0,1,Relatively New,unfurnished,Low,1,5.99,12.8,Low Floor
house,independent,sector 22,6.12,2367,7,5,3+,0,0,3,Old Property,semifurnished,Low,1,25.86,122.4,Mid Floor
house,international city by sobha phase 1,sector 109,7.73,2430,4,4,3+,1,1,2,Relatively New,unfurnished,High,1,31.81,154.6,Low Floor
flat,ireo skyon,sector 60,2.74,1350,2,2,2,0,0,2,Relatively New,semifurnished,High,1,20.3,54.8,Low Floor
flat,dlf the skycourt,sector 86,2.05,1700,3,3,3,0,0,17,Relatively New,semifurnished,High,1,12.06,41,High Floor
house,independent,sector 25,8.37,1800,4,4,3+,1,1,2,Moderately Old,unfurnished,Medium,1,46.5,167.4,Low Floor
flat,emaar mgf palm studios,sector 66,2.19,1072,2,2,2,0,0,7,Relatively New,unfurnished,Medium,1,20.43,43.8,Mid Floor
flat,sobha city,sector 108,3.35,1711,3,3,2,0,0,11,New Property,unfurnished,Low,1,19.58,67,High Floor
house,suncity essel towers,sector 28,11.53,5000,5,6,3+,0,0,4,Moderately Old,unfurnished,Low,1,23.06,230.6,Mid Floor
flat,sare crescent parc,sector 92,1.86,2267,4,4,3,0,0,8,Relatively New,unfurnished,Low,1,8.2,37.2,Mid Floor
flat,ambience creacions,sector 22,3.28,1860,3,3,3,0,0,8,Relatively New,semifurnished,Medium,1,17.63,65.6,Mid Floor
flat,signature global park 4,sector 36,1.29,1122,3,2,3,0,0,2,New Property,unfurnished,Medium,1,11.5,25.8,Low Floor
house,eldeco mansionz,sector 48,6.37,2403,7,7,3+,1,1,2,Old Property,semifurnished,Medium,1,26.51,127.4,Low Floor
flat,hector trimurti heights,sector 39,1.93,2611,4,3,3,0,1,10,Old Property,furnished,Low,1,7.39,38.6,Mid Floor
flat,umang winter hills,sector 77,1.11,1214,2,2,2,0,0,16,New Property,semifurnished,Medium,1,9.14,22.2,High Floor
flat,ireo skyon,sector 60,2.77,1250,2,3,2,0,1,5,Relatively New,semifurnished,Low,1,22.16,55.4,Mid Floor
house,independent,sector 26,16.1,3240,5,5,3+,1,1,2,Old Property,semifurnished,Medium,1,49.69,322,Low Floor
flat,signature global park,sohna road,0.83,1043,2,2,2,0,0,2,Relatively New,unfurnished,Medium,1,7.96,16.6,Low Floor
flat,tulip ivory,sector 70,3.03,2667,4,4,3+,0,1,10,Moderately Old,semifurnished,Medium,1,11.36,60.6,Mid Floor
flat,ss the leaf,sector 85,1.42,1630,2,2,3,0,0,8,Relatively New,unfurnished,High,1,8.71,28.4,Mid Floor
house,dlf city plots phase 2,sector 25,5.47,1350,3,2,3,1,0,2,Old Property,unfurnished,Low,1,40.52,109.4,Low Floor
flat,emaar mgf emerald floors premier,sector 65,2.9,1600,3,3,3,1,1,3,Relatively New,semifurnished,Low,1,18.13,58,Mid Floor
flat,vatika gurgaon,sector 83,1,850,2,2,2,1,0,3,Relatively New,semifurnished,High,1,11.76,20,Mid Floor
flat,alpha corp gurgaonone,sector 84,1.48,1394,2,2,3,1,0,14,Relatively New,unfurnished,Low,1,10.62,29.6,High Floor
house,spaze privy,sector 72,3.99,3653,5,5,3+,0,0,21,Relatively New,unfurnished,Low,1,10.92,79.8,High Floor
flat,dlf new town heights,sector 91,2.58,2468,4,4,3+,1,1,16,Moderately Old,unfurnished,Medium,1,10.45,51.6,High Floor
